Division,Calendar_Week,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales
J,9/28/2019,20760,9064,278260,298890.0685,768209,10256,30036,69875
J,10/5/2019,6381,10948,303558,432591.0784,177375,8986,16549,127213
J,10/12/2019,5248,6270,251252,460546.8931,194024,9445,10558,112738
J,10/19/2019,8035,7227,237000,409931.2355,170554,11032,14650,111456
J,10/26/2019,6889,6659,442739,402858.8932,153519,10535,13805,110184
J,11/2/2019,7758,7837,527642,369446.7644,167857,9169,15586,101426
J,11/9/2019,6948,11136,1033617,593874.5892,268125,8958,17814,173190
J,11/16/2019,9039,15762,1132036,767115.1682,446658,8864,23949,175294
J,11/23/2019,5420,13550,962885,415508.8099,860736,9548,18699,182030
J,11/30/2019,6198,10665,1042217,765456.3801,491893,10411,15421,346433
J,12/7/2019,5821,9208,484429,702125.5839,495643,9099,14018,337765
J,12/14/2019,6250,10677,172617,418937.7896,505599,6405,16162,255492
J,12/21/2019,4949,9847,129730,424849.8409,228010,6674,14310,174069
J,12/28/2019,5307,10990,274455,290609.6523,85950,9262,15762,103053
J,1/4/2020,19552,13080,137871,334674.2227,65702,8800,31513,100143
J,1/11/2020,5796,15895,120475,444743.6087,101276,10980,21183,79930
J,1/18/2020,11782,14105,143763,421301.54,121931,11859,25690,86985
J,1/25/2020,15432,13115,244588,348437.159,97960,10422,28444,66272
J,2/1/2020,18249,16096,274410,1087202.853,35969,9111,33551,65796
J,2/8/2020,17089,16583,283972,398008.4585,144569,7996,33236,73880
J,2/15/2020,15975,20087,194609,314563.7516,246041,9024,35041,125603
J,2/22/2020,13171,20236,203306,453370.3782,254240,10291,33597,98747
J,2/29/2020,12442,19082,191986,326882.5462,124118,8642,31116,78915
K,1/6/2018,203,408,930,542559.8749,103925,28172,952,86182
K,1/13/2018,562,444,996,785317.8751,17391,24710,725,76530
K,1/20/2018,265,83,845,665813.1686,53004,34943,44,75913
K,1/27/2018,262,46,651,647746.9399,93071,24139,87,89867
K,2/3/2018,334,451,940,633401.2335,57343,17902,557,68267
K,2/10/2018,51,779,871,674283.9743,53824,22038,87,77001
K,2/17/2018,772,481,538,983801.9602,130704,22048,771,110481
K,2/24/2018,299,203,291,860901.909,141,17564,392,102973
K,3/3/2018,163,400,877,656438.9453,18887,18973,354,88047
K,3/10/2018,604,870,983,732320.909,79400,19915,963,98076
K,3/17/2018,830,437,774,721707.8629,9761,19847,780,95530
K,3/24/2018,129,830,37,657970.9309,79090,26237,893,89668
K,3/31/2018,73,909,329,662666.9222,44472,20319,468,77583
K,4/7/2018,590,186,169552,650330.7782,95209,18594,552,63871
K,4/14/2018,49,193,272818,787176.1367,67615,17596,47,78232
K,4/21/2018,856,377,248505,638731.8068,49498,21922,472,86582
K,4/28/2018,467,766,258367,733656.9518,30780,15367,229,68706
K,5/5/2018,554,648,306619,619166.1387,58776,15269,925,68520
K,5/12/2018,855,140,391129,539261.6569,55958,20794,518,80997
K,5/19/2018,711,944,384457,587509.5141,6386,15678,7,76802
K,5/26/2018,928,385,356425,709597.7412,17813,17106,977,77585
K,6/2/2018,125,741,301897,518751.291,59667,18400,351,84598
K,6/9/2018,472,809,276006,583116.9851,95868,16611,584,67596
K,6/16/2018,408,624,258110,525125.8473,49708,18269,182,67014
K,6/23/2018,255,772,277638,611942.9757,32140,20180,852,51744
K,6/30/2018,604,463,337107,576379.5757,40253,22223,349,80110
K,7/7/2018,802,941,472417,502408.44,32617,21504,707,47876
K,7/14/2018,540,799,543999,718896.7239,127049,21531,837,82218
K,7/21/2018,919,122,440212,545858.7646,109592,20248,435,101314
K,7/28/2018,54,317,437001,569953.555,72346,18245,142,79879
K,8/4/2018,190,33,432727,444675.1329,83323,19121,701,82544
K,8/11/2018,399,768,453505,554608.6332,103874,16072,521,68149
K,8/18/2018,642,837,687121,641876.9609,170438,18535,813,83989
K,8/25/2018,959,265,716653,649916.975,326131,21144,402,107128
K,9/1/2018,530,819,762600,514109.9204,253177,18243,294,83975
K,9/8/2018,774,17,674470,539996.802,303818,15688,149,81538
K,9/15/2018,31,101,715843,524655.2084,233196,12930,900,95262
K,9/22/2018,970,490,691586,507613.3445,239161,8259,422,94682
K,9/29/2018,606,287,882964,448340.2797,218882,11241,174,94234
K,10/6/2018,491,1013,784237,411343.4665,98598,9382,1502,122263
K,10/13/2018,338,2047,662126,407818.5807,123239,9349,1834,121083
K,10/20/2018,984,2138,940147,401179.008,108581,9473,2178,127171
K,10/27/2018,757,2588,818150,424983.4665,112165,8418,2282,115290
K,11/3/2018,521,2686,833483,416277.5992,164162,9895,3086,176334
K,11/10/2018,199,6931,1543900,864135.6433,243469,9700,6666,253100
K,11/17/2018,50,4186,2523246,848387.6139,329041,7576,3901,268837
K,11/24/2018,1015,3458,2693789,863816.1021,662144,25726,4133,443201
K,12/1/2018,2292,1958,1701671,1066870.176,119625,25547,3503,370895
K,12/8/2018,26972,2619,804300,660117.0471,62434,11570,29142,259807
K,12/15/2018,23056,3664,572972,548317.2256,115091,8047,27384,238158
K,12/22/2018,10737,3930,534841,535163.5368,57189,8786,14348,158500
K,12/29/2018,10239,4110,610080,754060.7996,30893,13374,13747,77499
K,1/5/2019,6861,3434,530463,753119.4187,13414,13830,10478,92839
K,1/12/2019,10245,3112,478905,564362.8791,34717,19473,13363,85236
K,1/19/2019,11315,3203,510033,708194.2315,79417,19728,14006,92997
K,1/26/2019,11837,3313,506325,576380.6953,300247,22104,15823,87705
K,2/2/2019,7581,3297,587703,554025.2609,219554,19068,10055,89732
K,2/9/2019,9044,2912,498987,556983.0067,108297,18255,11474,81233
K,2/16/2019,14402,5439,382064,711684.3124,125550,18160,19891,120096
K,2/23/2019,5795,2867,396103,467382.0342,47450,15689,8509,97348
K,3/2/2019,45,3456,580863,641404.1675,28225,17279,3672,96667
K,3/9/2019,145,2593,588472,598686.5693,40861,17057,2669,87716
K,3/16/2019,843,4520,582187,550026.3965,87486,22129,4015,102167
K,3/23/2019,586,6498,705883,550337.1056,118090,17907,7127,96085
K,3/30/2019,281,8384,452603,675041.0533,148387,17606,8827,79353
K,4/6/2019,3530,8978,506029,564900.7935,64526,14124,12683,92694
K,4/13/2019,3294,9337,721190,548988.7885,126195,14787,12005,80375
K,4/20/2019,6248,9840,661169,595523.0488,178469,13030,15619,111065
K,4/27/2019,7486,6360,534745,692075.2656,164524,11997,13646,82849
K,5/4/2019,11540,7202,664595,493389.7043,99824,8718,18160,92792
K,5/11/2019,12505,9370,560688,405123.6646,134363,9143,21918,90180
K,5/18/2019,14153,11305,465722,477883.06,203370,8894,25334,70314
K,5/25/2019,14476,9610,648747,465030.4371,232857,8150,23824,91480
K,6/1/2019,16788,11442,594838,407057.9243,77336,8922,28322,78194
K,6/8/2019,72061,16278,556018,377813.4545,168077,10990,87292,66794
K,6/15/2019,49097,18916,377304,406210.4409,195371,11543,66487,89120
K,6/22/2019,21803,16517,239515,488867.0897,169323,9196,38025,91764
K,6/29/2019,23393,15508,446550,502701.7098,101783,7525,38533,76652
K,7/6/2019,20810,15152,593841,469200.7726,90852,8954,35349,67405
K,7/13/2019,19551,26167,723251,296359.7738,226584,14305,45077,112412
K,7/20/2019,18783,35539,583296,623986.8213,129028,13506,53998,83277
K,7/27/2019,27904,27358,615546,395411.1227,159864,10558,54433,67020
K,8/3/2019,52302,36591,303074,311339.5356,63256,9561,89073,79128
K,8/10/2019,26164,40448,362350,380074.0482,82493,10178,66594,56307
K,8/17/2019,28326,39197,434894,414855.087,123070,10172,66195,84425
K,8/24/2019,27940,27938,564679,412172.6171,93701,10445,55440,130729
K,8/31/2019,26855,16626,363988,447380.0865,99810,10685,43457,101401
K,9/7/2019,26560,14641,576836,557787.3529,237492,8116,41273,109708
K,9/14/2019,26102,11125,354161,709186.0695,225619,8539,36811,113228
K,9/21/2019,26233,10607,354667,719399.2102,337459,8784,36206,80817
K,9/28/2019,32747,14583,668733,425442.0644,1021914,10210,46689,105869
K,10/5/2019,8400,17242,714259,615269.826,266852,8107,25907,146755
K,10/12/2019,7605,10665,595353,655572.4596,308466,8799,17381,135953
K,10/19/2019,13037,10531,527990,583709.4277,256813,9179,23586,148285
K,10/26/2019,11720,10482,1065395,572997.5997,238888,9758,22378,130708
K,11/2/2019,13018,13127,1316756,524824.0772,249969,10873,25945,136143
K,11/9/2019,12534,18137,2960433,844767.2848,419022,7378,30998,252408
K,11/16/2019,14745,26940,3182888,1090467.929,774015,8257,41787,256013
K,11/23/2019,9853,23562,2569168,590970.802,1585077,7558,33193,265066
K,11/30/2019,10842,16504,2808895,1088799.754,897356,8500,26356,505330
K,12/7/2019,9223,14279,1279962,998414.8656,927050,8524,22429,466840
K,12/14/2019,9768,16435,430065,596277.7277,903678,6254,25772,349612
K,12/21/2019,8651,14088,320887,604031.2514,455045,6817,21753,209416
K,12/28/2019,8503,15869,676346,412765.7189,121014,10771,23379,128448
K,1/4/2020,32419,19812,340112,476871.7344,108907,9478,50917,138022
K,1/11/2020,10288,23823,304975,632649.0316,158279,11177,34127,97636
K,1/18/2020,20239,21289,351825,599243.7959,183212,12234,40804,136798
K,1/25/2020,25492,19928,623235,495833.931,145373,12191,45205,104095
K,2/1/2020,30394,23649,669754,1546181.189,50270,10542,54087,102125
K,2/8/2020,28768,24827,692508,566316.5777,219840,8352,53279,87085
K,2/15/2020,28073,30412,488069,448544.8816,387887,9522,57226,167792
K,2/22/2020,23125,28850,513542,644928.1768,384582,11316,52584,136111
K,2/29/2020,20646,28356,487680,465183.8638,216146,9701,48427,131955
L,1/6/2018,233,361,992,897379.7817,148385,29779,477,144561
L,1/13/2018,815,320,873,1297797.97,24140,143656,745,148518
L,1/20/2018,858,967,55,1101362.612,95552,71778,608,149210
L,1/27/2018,558,645,753,1070745.029,156755,23289,497,152021
L,2/3/2018,216,647,130,1046582.896,83555,15125,589,209926
L,2/10/2018,612,74,598,1114104.863,78367,21205,862,152996
L,2/17/2018,398,273,165,1626466.446,222535,23793,767,218196
L,2/24/2018,675,296,266,1422948.156,323,16375,387,189780
L,3/3/2018,877,839,544,1084354.784,29798,21121,345,178943
L,3/10/2018,683,22,928,1210143.648,165193,19656,319,174404
L,3/17/2018,825,768,938,1192872.569,21697,18509,409,175474
L,3/24/2018,921,182,397,1087148.235,119073,32565,169,163619
L,3/31/2018,982,9,514,1095857.762,62225,20603,452,167643
L,4/7/2018,368,96,302134,1073911.567,178641,18328,410,148997
L,4/14/2018,309,611,487973,1301001.175,110923,16349,858,138712
L,4/21/2018,882,260,463719,1056049.723,72939,25887,82,191017
L,4/28/2018,934,946,515423,1213206.891,51494,22520,22,149751
L,5/5/2018,836,963,563945,1023758.149,108412,22030,865,160949
L,5/12/2018,11,882,744395,890681.4837,103531,28183,166,201241
L,5/19/2018,196,363,731242,970809.1824,11039,18305,479,161177
L,5/26/2018,745,886,693775,1172443.688,32054,19279,874,141515
L,6/2/2018,539,495,554608,857215.3938,107254,20786,840,136799
L,6/9/2018,275,834,525054,962878.3668,163382,21991,814,146543
L,6/16/2018,271,908,488454,867379.1422,84683,20463,710,151917
L,6/23/2018,575,204,533068,1011330.388,61003,22475,477,118645
L,6/30/2018,771,655,618071,952868.0506,76780,31002,507,202608
L,7/7/2018,766,701,856854,830698.806,65592,22538,973,117046
L,7/14/2018,410,581,969860,1188243.607,267656,22852,782,178409
L,7/21/2018,340,242,769707,902836.6219,214117,19842,63,225637
L,7/28/2018,517,50,798853,942276.8076,138962,19918,93,171327
L,8/4/2018,689,354,743787,734149.1045,160564,23409,408,290788
L,8/11/2018,726,110,774979,915626.7089,188145,18530,406,143250
L,8/18/2018,320,226,1162610,1060184.133,288782,22704,751,175786
L,8/25/2018,669,186,1197042,1073747.925,572674,24518,822,258101
L,9/1/2018,404,741,1304851,849656.6373,450288,20183,375,198982
L,9/8/2018,373,366,1243481,891902.5727,562291,21328,789,169634
L,9/15/2018,516,424,1353535,866839.0476,403575,16960,561,222767
L,9/22/2018,984,755,1318087,840006.568,482391,14025,786,202548
L,9/29/2018,18,399,1610238,740548.8542,456815,18119,608,229105
L,10/6/2018,274,1827,1544964,680338.2348,194012,16335,1094,285744
L,10/13/2018,196,2338,1257920,674293.387,242757,14480,2778,285293
L,10/20/2018,139,2305,1635333,662975.7916,215154,13872,3017,325444
L,10/27/2018,302,2223,1482887,701927.1426,234477,12460,3007,269352
L,11/3/2018,90,3325,1463815,688314.6302,359398,12129,3118,381340
L,11/10/2018,532,10561,2555242,1428022.235,474907,13811,10747,497147
L,11/17/2018,222,6747,3972541,1402384.055,667083,11031,7485,591908
L,11/24/2018,1421,3754,4393848,1427299.61,1458736,11514,4523,889710
L,12/1/2018,2390,2878,2748477,1764232.635,257904,14215,5096,708229
L,12/8/2018,46298,5329,1264321,1091219.694,142276,13921,50928,522506
L,12/15/2018,35280,7142,982940,906011.292,277311,10565,42272,502177
L,12/22/2018,12598,7496,897469,883982.2301,119437,11855,19770,278567
L,12/29/2018,11414,6371,964875,1245417.322,81820,15499,17309,152573
L,1/5/2019,8038,5724,898007,1243971.831,31888,15935,13510,187122
L,1/12/2019,16355,5838,834931,932856.735,74122,21058,22185,131804
L,1/19/2019,18282,4819,875250,1170230.492,167000,25722,22129,182603
L,1/26/2019,18758,5710,847683,952764.7964,566913,28163,24622,161566
L,2/2/2019,11176,3841,990735,916770.2141,377110,24784,15029,192865
L,2/9/2019,14234,4887,770799,920383.8085,219941,24766,19213,183268
L,2/16/2019,22014,9894,598452,1176665.682,270220,24332,31795,248918
L,2/23/2019,9153,5605,669232,772278.5769,98784,23144,13045,185170
L,3/2/2019,609,5293,979735,1060243.352,48851,22991,4859,164333
L,3/9/2019,16,3799,1024141,989739.8921,74533,24695,3866,153343
L,3/16/2019,674,5890,1034501,909873.1647,150486,28188,5865,196836
L,3/23/2019,967,10305,1231378,908512.024,178093,24354,11271,172062
L,3/30/2019,508,14795,814288,1115160.199,245514,24093,14834,179976
L,4/6/2019,4586,16882,905317,934454.2168,122368,19820,21294,152081
L,4/13/2019,5176,15784,1127817,906464.6183,201212,18841,19774,150355
L,4/20/2019,8615,16454,1179085,985341.7632,279480,18459,24836,202288
L,4/27/2019,12718,12768,967712,1143683.091,229841,20808,25151,217671
L,5/4/2019,18806,14920,1197269,815642.6102,179285,14637,33169,174100
L,5/11/2019,21528,18522,1004829,669848.6253,230111,15916,39345,211420
L,5/18/2019,24086,21997,891900,790586.9509,340876,14978,45136,143855
L,5/25/2019,26886,20720,1216806,768205.758,412281,15646,46343,189786
L,6/1/2019,32288,23176,1166340,672672.9117,134905,13931,55666,153581
L,6/8/2019,147847,35165,1076102,624536.12,299576,16102,181948,143807
L,6/15/2019,85523,34044,760900,671504.865,349161,18156,119296,204857
L,6/22/2019,37899,31522,517660,808081.4517,294610,16577,68699,198325
L,6/29/2019,41461,31521,915783,831284.4767,184812,13248,72162,148225
L,7/6/2019,35423,30741,1216320,774987.1527,158777,18324,65590,133386
L,7/13/2019,34949,52305,1424160,489195.2014,395237,25616,86288,238055
L,7/20/2019,30496,67871,1190684,1031191.826,218266,25794,98387,200281
L,7/27/2019,48728,59890,1235514,653361.4884,302031,21350,107807,137681
L,8/3/2019,99769,74852,602343,513725.9573,118952,18638,173413,160943
L,8/10/2019,49482,83803,696528,628597.159,164846,22224,132854,126593
L,8/17/2019,46953,75283,831973,685749.6133,239842,21990,121421,197209
L,8/24/2019,47621,51740,1094991,680695.1969,179481,19512,98398,263818
L,8/31/2019,43551,32022,825483,739009.0489,179734,19640,75464,223640
L,9/7/2019,50436,29685,1202818,921719.9752,436806,15558,78701,248497
L,9/14/2019,49088,22503,721715,1173044.59,425971,19193,71701,252441
L,9/21/2019,49562,22324,729804,1189704.665,705953,16793,71076,210505
L,9/28/2019,67238,30660,1323112,703100.2337,1930308,19068,97565,275667
L,10/5/2019,13127,34024,1410395,1016587.281,535637,15533,47497,473535
L,10/12/2019,15577,19217,1236913,1083357.379,569839,14919,34118,300132
L,10/19/2019,24179,20244,1118768,964667.16,497758,23946,44270,365382
L,10/26/2019,19124,21613,2198985,947793.7928,428819,17057,40687,316690
L,11/2/2019,19918,26391,2463639,868072.3653,474321,17069,46062,299459
L,11/9/2019,19053,31743,5421846,1396309.761,769304,17015,50496,507201
L,11/16/2019,22655,47060,5443282,1803189.369,1378379,15669,69336,525988
L,11/23/2019,14014,41172,4589388,976775.6294,2794137,16360,54099,556679
L,11/30/2019,14451,31043,4741452,1800287.485,1704181,13710,43876,997182
L,12/7/2019,13305,28291,2177392,1650958.738,1675176,14996,41511,954176
L,12/14/2019,14555,30967,791695,985790.5928,1555854,11987,44874,738242
L,12/21/2019,12890,26500,667970,997688.4907,836381,10546,38817,425508
L,12/28/2019,12463,30726,1236486,682881.3459,227375,15246,42003,267439
L,1/4/2020,50236,37024,633164,787927.3736,185317,13429,87116,269087
L,1/11/2020,16576,46600,628691,1045881.878,262466,18458,62178,198963
L,1/18/2020,33655,43252,689910,990770.313,305643,17103,75982,241507
L,1/25/2020,38301,41285,1155443,820245.5648,232248,18256,78673,169715
L,2/1/2020,45821,48984,1285232,2556465.075,81159,15432,94675,180385
L,2/8/2020,43993,52477,1283021,936086.4192,358772,12275,96064,188764
L,2/15/2020,42184,58979,923655,740615.4005,644395,14628,101540,328248
L,2/22/2020,32389,57382,974277,1066272.226,628423,17651,90022,272207
L,2/29/2020,26839,50895,926291,768453.0512,319560,15695,78008,211438
M,1/6/2018,199,4,16,464484.491,97056,31699,731,61417
M,1/13/2018,444,735,71,671381.5308,15107,28966,885,64831
M,1/20/2018,784,592,447,569696.987,52950,39026,425,62157
M,1/27/2018,178,164,362,554108.4249,82011,25985,260,69606
M,2/3/2018,281,901,388,541044.1657,47641,19185,999,58938
M,2/10/2018,747,461,203,575578.2082,44745,31095,626,52465
M,2/17/2018,631,846,391,841194.861,116848,22555,516,77370
M,2/24/2018,762,976,883,735768.5077,679,20627,804,83436
M,3/3/2018,317,504,364,561099.8346,17508,26384,776,68663
M,3/10/2018,686,848,313,625141.2182,80826,22976,733,71249
M,3/17/2018,572,215,384,617174.8211,10640,25332,211,71138
M,3/24/2018,337,673,69,562458.763,60948,31129,167,69630
M,3/31/2018,770,590,535,566657.4608,32080,25720,980,60823
M,4/7/2018,806,721,150399,555450.241,99379,21574,277,55473
M,4/14/2018,98,714,244881,673068.6264,56753,21335,1000,61442
M,4/21/2018,788,869,251511,546505.2951,39714,26976,86,63811
M,4/28/2018,867,825,256081,627269.9819,24084,19041,887,66307
M,5/5/2018,833,553,287873,529998.1227,49747,18096,931,67584
M,5/12/2018,887,132,403594,460975.0591,48504,25472,368,63714
M,5/19/2018,722,344,403318,501765.3249,5922,20640,892,72267
M,5/26/2018,436,450,409127,605916.7432,16566,22769,816,61919
M,6/2/2018,400,211,297833,443589.1229,53323,22852,457,66353
M,6/9/2018,314,181,278696,498636.1314,84397,20745,328,69019
M,6/16/2018,735,738,256194,449072.8428,44104,20234,186,69409
M,6/23/2018,689,102,281216,523515.2159,29834,26547,810,50132
M,6/30/2018,868,697,345054,492791.6865,38700,29268,697,63231
M,7/7/2018,740,278,493636,430140.7906,32418,26985,582,48184
M,7/14/2018,298,708,569526,613842.6282,124368,25596,366,67430
M,7/21/2018,213,991,452839,466829.0485,111099,21828,193,91951
M,7/28/2018,748,976,463818,487241.1968,72709,22136,869,69783
M,8/4/2018,830,200,426815,380350.1064,83888,23065,193,59712
M,8/11/2018,324,569,450562,473989.1213,98207,19812,541,54744
M,8/18/2018,500,960,665864,548505.0224,156520,21295,165,84352
M,8/25/2018,626,61,674031,555264.7438,287972,23156,880,87693
M,9/1/2018,39,123,720038,439238.2795,233386,21769,744,76842
M,9/8/2018,969,228,594659,460950.3599,273080,15535,874,82258
M,9/15/2018,106,348,732685,448672.7896,237575,15853,869,74129
M,9/22/2018,120,717,704417,433888.7132,234397,10347,33,84013
M,9/29/2018,606,233,888444,383111.0356,224752,12533,15,96144
M,10/6/2018,295,1243,850105,351860.2991,89969,11058,961,117273
M,10/13/2018,805,2948,683224,349009.4708,122051,12407,3010,112643
